Product_ID,SKU_Code,Product_Name,Category,Sub_Category,Unit_Cost,Selling_Price,Weight_kg,Volume_m3,Shelf_Life_Days,Reorder_Level,Product_Status
PROD_0245,SKU-1245,Electric Actuator Model-298,Electronics,Premium,169,253.16,1.58,0.129,150,477,Active
PROD_0246,SKU-1246,Warehouse Rack Model-524,Pharma,Premium,459,672.6,9.01,0.116,198,105,Active
PROD_0247,SKU-1247,Warehouse Rack Model-909,Electronics,Standard,403,543.47,8.21,0.114,93,158,Active
PROD_0248,SKU-1248,Smart Barcode Scanner Model-682,electronics,Premium,224,311.05,20.97,0.047,263,444,Active
PROD_0249,SKU-1249,Business Laptop Model-761,Automotive,Standard,292,446.48,4.73,0.098,364,271,Active
PROD_0250,SKU-1250,Business Laptop Model-860,Electronics,Economy,451,692.27,8.18,0.148,251,384,Active
PROD_0251,SKU-1251,Safety Helmet Model-801,FMCG,Standard,59,78.05,2.59,0.038,105,273,Active
PROD_0252,SKU-1252,Packaging Tape Roll Model-269,electronics,Economy,370,531.69,10.35,0.123,247,461,Active
PROD_0253,SKU-1253,Smart Barcode Scanner Model-523,Electronics,Standard,413,520.82,22.05,0.081,244,210,Active
PROD_0254,SKU-1254,Safety Helmet Model-483,Electronics,Premium,204,267.5,22.92,0.094,102,347,Active
PROD_0255,SKU-1255,Safety Helmet Model-595,electronics,Standard,128,168.52,19.61,0.037,140,364,Active
PROD_0256,SKU-1256,LED Panel Light Model-570,Pharma,Economy,155,233.06,21.76,0.032,249,122,Active
PROD_0257,SKU-1257,Electric Actuator Model-578,Electronics,Premium,496,635.12,13.49,0.135,249,111,Active
PROD_0258,SKU-1258,Electric Actuator Model-314,FMCG,Premium,438,595.35,5.62,0.063,253,495,Active
PROD_0259,SKU-1259,Business Laptop Model-252,Automotive,Standard,393,507.43,3.75,0.192,353,152,Active
PROD_0260,SKU-1260,Warehouse Rack Model-426,FMCG,Premium,327,448.84,23.64,0.163,215,187,Active
PROD_0261,SKU-1261,Hydraulic Pump Model-446,electronics,Standard,209,306.11,2.22,0.016,115,154,Active
PROD_0262,SKU-1262,Packaging Tape Roll Model-501,Automotive,Economy,77,98.57,15.31,0.123,318,415,Active
PROD_0263,SKU-1263,Smart Barcode Scanner Model-302,electronics,Premium,209,285.56,24.37,0.154,328,390,Active
PROD_0264,SKU-1264,LED Panel Light Model-815,Pharma,Premium,97,148.85,11.93,0.14,328,340,Active
PROD_0265,SKU-1265,Warehouse Rack Model-731,FMCG,Standard,164,213.25,10.41,0.143,259,266,Active
PROD_0266,SKU-1266,Business Laptop Model-586,Electronics,Standard,299,376.92,12.49,0.171,234,493,Active
PROD_0267,SKU-1267,Smart Barcode Scanner Model-620,Electronics,Standard,359,520.96,20.62,0.161,256,384,Active
PROD_0268,SKU-1268,Hydraulic Pump Model-572,Pharma,Economy,455,616.86,10.92,0.128,171,346,Active
PROD_0269,SKU-1269,Packaging Tape Roll Model-933,electronics,Standard,83,113.65,19.82,0.093,265,378,Active
PROD_0270,SKU-1270,Warehouse Rack Model-179,electronics,Standard,138,204.5,3.74,0.123,256,384,Active
PROD_0271,SKU-1271,Hydraulic Pump Model-415,Pharma,Premium,470,660.74,15.36,0.14,284,267,Active
PROD_0272,SKU-1272,Business Laptop Model-192,Automotive,Premium,380,562.8,22.29,0.182,90,487,Active
PROD_0273,SKU-1273,LED Panel Light Model-644,FMCG,Standard,388,505.26,15.77,0.095,195,448,Active
PROD_0274,SKU-1274,Smart Barcode Scanner Model-795,FMCG,Standard,203,294.27,18.23,0.184,135,398,Active
PROD_0275,SKU-1275,Industrial Router Model-513,Automotive,Standard,363,579.07,2.5,0.181,117,100,Active
PROD_0276,SKU-1276,Safety Helmet Model-212,FMCG,Premium,470,748.5,6.65,0.143,291,420,Active
PROD_0277,SKU-1277,Smart Barcode Scanner Model-490,Pharma,Economy,414,572.97,6.07,0.043,161,196,Active
PROD_0278,SKU-1278,Safety Helmet Model-468,Pharma,Premium,246,380.11,7.92,0.176,154,168,Active
PROD_0279,SKU-1279,Industrial Router Model-247,Pharma,Economy,86,127.02,11.48,0.198,133,170,Active
PROD_0280,SKU-1280,Packaging Tape Roll Model-907,electronics,Standard,490,690.71,15.96,0.096,307,382,Active
PROD_0281,SKU-1281,Business Laptop Model-290,Pharma,Economy,246,338.09,1.18,0.105,211,464,Active
PROD_0282,SKU-1282,Safety Helmet Model-659,electronics,Standard,187,260.64,1.8,0.017,337,460,Active
PROD_0283,SKU-1283,Smart Barcode Scanner Model-807,Electronics,Premium,107,155.48,18.52,0.11,233,338,Active
PROD_0284,SKU-1284,Safety Helmet Model-724,Electronics,Premium,90,128.99,12.34,0.151,129,450,Active
PROD_0285,SKU-1285,Safety Helmet Model-727,Electronics,Standard,458,665.41,13.84,0.012,322,362,Active
PROD_0286,SKU-1286,Business Laptop Model-531,FMCG,Standard,343,516.84,7.94,0.017,245,472,Active
PROD_0287,SKU-1287,Electric Actuator Model-584,electronics,Premium,183,232.68,14.75,0.135,239,477,Active
PROD_0288,SKU-1288,Electric Actuator Model-184,Automotive,Economy,63,85.07,2.84,0.159,219,167,Active
PROD_0289,SKU-1289,Electric Actuator Model-363,Electronics,Economy,193,259.84,3.68,0.043,167,437,Active
PROD_0290,SKU-1290,Business Laptop Model-367,Automotive,Standard,239,366.33,5.34,0.11,106,275,Active
PROD_0291,SKU-1291,Hydraulic Pump Model-941,Automotive,Standard,124,180.85,19.07,0.088,286,221,Active
PROD_0292,SKU-1292,Business Laptop Model-315,electronics,Economy,421,620.2,21.2,0.02,225,486,Active
PROD_0293,SKU-1293,Hydraulic Pump Model-508,Pharma,Standard,76,99.46,12.43,0.19,362,219,Active
PROD_0294,SKU-1294,Packaging Tape Roll Model-585,FMCG,Premium,399,597.29,13.73,0.093,237,329,Active
PROD_0295,SKU-1295,Packaging Tape Roll Model-642,Electronics,Premium,397,540.11,23.03,0.131,311,412,Active
PROD_0296,SKU-1296,Conveyor Motor Model-921,Electronics,Standard,221,297.16,16.7,0.084,213,475,Active
PROD_0297,SKU-1297,Electric Actuator Model-445,Automotive,Standard,444,585.29,14.14,0.138,124,106,Active
PROD_0298,SKU-1298,Packaging Tape Roll Model-801,Pharma,Standard,100,143.38,6.27,0.064,188,117,Active
PROD_0299,SKU-1299,Industrial Router Model-708,Automotive,Economy,367,470.56,16.31,0.145,151,144,Active
PROD_0300,SKU-1300,Electric Actuator Model-882,electronics,Premium,116,160.26,22.5,0.142,219,250,Active
